ID,year,school,score,fsm,vr1percent,gender,vrband,ethnicity,schoolgender,schooldenom
3834,1,33,31,22,22,1,2,5,1,2
3835,1,33,28,22,22,0,3,11,1,2
3836,1,33,17,22,22,0,3,1,1,2
3837,1,33,13,22,22,1,1,1,1,2
3838,1,33,29,22,22,1,3,5,1,2
3839,1,33,19,22,22,1,3,5,1,2
3840,1,33,35,22,22,0,2,1,1,2
3841,1,33,49,22,22,1,2,1,1,2
3842,1,33,54,22,22,1,2,1,1,2
3843,1,33,18,22,22,1,3,5,1,2
3844,1,33,27,22,22,1,3,1,1,2
3845,1,33,20,22,22,1,3,1,1,2
3846,1,33,19,22,22,1,2,1,1,2
3847,1,33,12,22,22,0,1,1,1,2
3848,1,33,30,22,22,1,3,1,1,2
3849,1,33,14,22,22,0,3,1,1,2
3850,1,33,31,22,22,0,3,1,1,2
3851,1,33,16,22,22,1,3,1,1,2
3852,1,33,41,22,22,1,2,1,1,2
3853,1,33,22,22,22,1,3,5,1,2
3854,1,33,14,22,22,0,3,1,1,2
3855,1,33,21,22,22,0,3,1,1,2
3856,1,33,42,22,22,0,2,1,1,2
3857,1,33,12,22,22,1,3,1,1,2
3858,1,33,38,22,22,1,3,1,1,2
3859,1,33,31,22,22,1,3,1,1,2
3860,1,33,7,22,22,0,3,8,1,2
3861,1,33,36,22,22,1,2,1,1,2
3862,2,33,41,57,23,1,3,1,1,2
3863,2,33,19,57,23,0,1,5,1,2
3864,2,33,36,57,23,0,3,1,1,2
3865,2,33,3,57,23,1,1,1,1,2
3866,2,33,31,57,23,1,3,1,1,2
3867,2,33,4,57,23,0,3,5,1,2
3868,2,33,29,57,23,1,3,1,1,2
3869,2,33,27,57,23,1,2,5,1,2
3870,2,33,11,57,23,0,3,1,1,2
3871,2,33,31,57,23,1,2,1,1,2
3872,2,33,12,57,23,1,1,5,1,2
3873,2,33,8,57,23,0,3,1,1,2
3874,2,33,12,57,23,0,3,1,1,2
3875,2,33,4,57,23,1,1,1,1,2
3876,2,33,16,57,23,0,2,1,1,2
3877,2,33,1,57,23,0,3,11,1,2
3878,2,33,6,57,23,0,1,1,1,2
3879,2,33,44,57,23,1,3,1,1,2
3880,2,33,18,57,23,0,2,4,1,2
3881,2,33,34,57,23,0,3,9,1,2
3882,2,33,5,57,23,0,1,1,1,2
3883,2,33,7,57,23,0,1,5,1,2
3884,2,33,36,57,23,1,3,1,1,2
3885,2,33,15,57,23,1,3,1,1,2
3886,2,33,4,57,23,1,3,5,1,2
3887,2,33,1,57,23,0,1,10,1,2
3888,2,33,3,57,23,0,3,1,1,2
3889,2,33,36,57,23,1,3,1,1,2
3890,2,33,2,57,23,0,1,1,1,2
3891,2,33,2,57,23,0,3,1,1,2
3892,2,33,35,57,23,1,3,1,1,2
3893,2,33,34,57,23,0,3,1,1,2
3894,2,33,37,57,23,1,3,1,1,2
3895,2,33,20,57,23,1,1,1,1,2
3896,2,33,14,57,23,1,1,4,1,2
3897,2,33,3,57,23,0,1,1,1,2
3898,2,33,45,57,23,1,2,1,1,2
3899,2,33,1,57,23,0,3,5,1,2
3900,2,33,23,57,23,1,3,1,1,2
3901,2,33,19,57,23,0,1,5,1,2
3902,2,33,17,57,23,0,2,1,1,2
3903,2,33,25,57,23,1,2,1,1,2
3904,2,33,26,57,23,1,2,8,1,2
3905,2,33,20,57,23,0,2,1,1,2
3906,2,33,22,57,23,0,3,5,1,2
3907,2,33,30,57,23,0,3,1,1,2
3908,2,33,28,57,23,1,2,5,1,2
3909,2,33,27,57,23,0,3,10,1,2
3910,2,33,31,57,23,0,3,5,1,2
3911,2,33,4,57,23,0,1,1,1,2
3912,2,33,36,57,23,0,2,1,1,2
3913,2,33,9,57,23,0,1,1,1,2
3914,2,33,3,57,23,0,2,1,1,2
3915,2,33,11,57,23,0,1,8,1,2
3916,2,33,9,57,23,0,3,11,1,2
3917,2,33,42,57,23,1,2,1,1,2
3918,2,33,25,57,23,0,3,1,1,2
3919,2,33,18,57,23,0,3,1,1,2
3920,2,33,19,57,23,0,2,1,1,2
3921,2,33,8,57,23,0,1,8,1,2
3922,2,33,12,57,23,0,3,4,1,2
3923,2,33,18,57,23,1,3,5,1,2
3924,2,33,40,57,23,0,3,4,1,2
3925,2,33,56,57,23,1,2,5,1,2
3926,2,33,40,57,23,1,2,1,1,2
3927,2,33,2,57,23,1,3,5,1,2
3928,2,33,11,57,23,1,1,10,1,2
3929,3,33,11,57,16,1,3,1,1,2
3930,3,33,18,57,16,0,3,1,1,2
3931,3,33,45,57,16,0,2,1,1,2
3932,3,33,30,57,16,1,3,5,1,2
3933,3,33,7,57,16,0,1,1,1,2
3934,3,33,17,57,16,0,3,1,1,2
3935,3,33,12,57,16,0,3,5,1,2
3936,3,33,39,57,16,0,2,5,1,2
3937,3,33,15,57,16,0,1,1,1,2
3938,3,33,40,57,16,0,2,1,1,2
3939,3,33,22,57,16,1,3,1,1,2
3940,3,33,12,57,16,0,3,5,1,2
3941,3,33,23,57,16,0,3,1,1,2
3942,3,33,17,57,16,0,1,4,1,2
3943,3,33,34,57,16,1,3,1,1,2
3944,3,33,8,57,16,0,3,1,1,2
3945,3,33,23,57,16,1,3,1,1,2
3946,3,33,12,57,16,0,1,1,1,2
3947,3,33,49,57,16,1,2,1,1,2
3948,3,33,39,57,16,1,2,5,1,2
3949,3,33,14,57,16,1,3,1,1,2
3950,3,33,30,57,16,1,3,5,1,2
3951,3,33,8,57,16,0,3,6,1,2
3952,3,33,22,57,16,0,2,1,1,2
3953,3,33,15,57,16,0,3,1,1,2
3954,3,33,28,57,16,0,3,1,1,2
3955,3,33,34,57,16,1,2,1,1,2
3956,3,33,32,57,16,1,3,1,1,2
3957,3,33,2,57,16,1,1,1,1,2
3958,3,33,4,57,16,0,1,1,1,2
3959,3,33,1,57,16,0,1,1,1,2
3960,3,33,11,57,16,0,1,1,1,2
3961,3,33,23,57,16,1,3,1,1,2
3962,3,33,14,57,16,1,1,1,1,2
3963,3,33,12,57,16,1,1,1,1,2
3964,3,33,29,57,16,0,2,1,1,2
3965,3,33,16,57,16,0,1,1,1,2
3966,3,33,23,57,16,1,1,10,1,2
3967,3,33,7,57,16,0,1,1,1,2
3968,3,33,10,57,16,0,2,1,1,2
3969,3,33,27,57,16,0,2,1,1,2
3970,3,33,4,57,16,0,1,1,1,2
3971,3,33,9,57,16,0,1,1,1,2
3972,3,33,17,57,16,0,1,4,1,2
3973,3,33,1,57,16,0,1,1,1,2
3974,3,33,11,57,16,0,3,1,1,2
3975,3,33,23,57,16,0,3,1,1,2
3976,3,33,18,57,16,1,1,1,1,2
3977,3,33,6,57,16,1,3,1,1,2
3978,3,33,18,57,16,1,2,1,1,2
3979,3,33,20,57,16,0,3,1,1,2
3980,3,33,34,57,16,1,2,1,1,2
3981,3,33,17,57,16,1,3,1,1,2
3982,3,33,16,57,16,0,3,4,1,2
3983,3,33,27,57,16,1,3,1,1,2
3984,3,33,26,57,16,1,3,1,1,2
3985,3,33,10,57,16,0,3,1,1,2
3986,3,33,30,57,16,0,3,1,1,2
3987,3,33,5,57,16,0,1,5,1,2
3988,3,33,15,57,16,0,1,1,1,2
3989,3,33,16,57,16,1,3,1,1,2
3990,1,34,3,19,24,1,3,1,1,1
3991,1,34,17,19,24,1,3,5,1,1
3992,1,34,23,19,24,0,2,5,1,1
3993,1,34,53,19,24,1,2,1,1,1
3994,1,34,18,19,24,1,1,7,1,1
3995,1,34,23,19,24,0,3,1,1,1
3996,1,34,26,19,24,1,2,1,1,1
3997,1,34,31,19,24,1,2,5,1,1
3998,1,34,14,19,24,0,2,1,1,1
3999,1,34,26,19,24,1,3,2,1,1
4000,1,34,26,19,24,1,3,1,1,1
4001,1,34,3,19,24,1,3,11,1,1
4002,1,34,21,19,24,1,3,11,1,1
4003,1,34,22,19,24,0,3,1,1,1
4004,1,34,24,19,24,1,2,1,1,1
4005,1,34,15,19,24,0,3,1,1,1
4006,1,34,30,19,24,1,3,7,1,1
4007,1,34,13,19,24,0,1,1,1,1
4008,1,34,26,19,24,1,3,5,1,1
4009,1,34,35,19,24,0,2,7,1,1
4010,1,34,30,19,24,0,3,1,1,1
4011,1,34,20,19,24,0,2,1,1,1
4012,1,34,28,19,24,1,2,1,1,1
4013,1,34,46,19,24,1,2,8,1,1
4014,1,34,22,19,24,1,3,1,1,1
4015,1,34,19,19,24,1,1,1,1,1
4016,1,34,22,19,24,0,2,8,1,1
4017,1,34,19,19,24,1,1,9,1,1
4018,1,34,27,19,24,0,3,1,1,1
4019,1,34,14,19,24,1,3,1,1,1
4020,1,34,24,19,24,0,3,7,1,1
4021,1,34,24,19,24,1,3,7,1,1
4022,1,34,18,19,24,0,3,7,1,1
4023,1,34,33,19,24,0,2,1,1,1
4024,1,34,19,19,24,1,3,1,1,1
4025,1,34,14,19,24,0,3,5,1,1
4026,1,34,27,19,24,1,3,5,1,1
4027,1,34,21,19,24,0,3,5,1,1
4028,1,34,11,19,24,1,1,1,1,1
4029,1,34,46,19,24,1,3,7,1,1
4030,1,34,22,19,24,0,3,1,1,1
4031,1,34,33,19,24,0,2,5,1,1
4032,1,34,11,19,24,1,1,5,1,1
4033,1,34,18,19,24,0,1,1,1,1
4034,1,34,52,19,24,1,3,1,1,1
4035,1,34,40,19,24,0,2,1,1,1
4036,1,34,31,19,24,0,1,7,1,1
4037,1,34,31,19,24,1,3,2,1,1
4038,1,34,25,19,24,1,3,5,1,1
4039,1,34,28,19,24,1,1,1,1,1
4040,1,34,23,19,24,0,1,7,1,1
4041,1,34,19,19,24,0,1,8,1,1
4042,1,34,17,19,24,1,3,1,1,1
4043,1,34,9,19,24,0,3,1,1,1
4044,1,34,6,19,24,0,1,5,1,1
4045,1,34,24,19,24,0,1,7,1,1
4046,1,34,35,19,24,1,2,1,1,1
4047,1,34,14,19,24,1,3,5,1,1
4048,1,34,30,19,24,1,2,1,1,1
4049,1,34,7,19,24,1,1,1,1,1
4050,1,34,13,19,24,0,3,1,1,1
4051,1,34,18,19,24,1,3,5,1,1
4052,1,34,42,19,24,1,3,7,1,1
4053,1,34,15,19,24,0,3,5,1,1
4054,1,34,22,19,24,0,3,8,1,1
4055,1,34,34,19,24,1,3,1,1,1
4056,1,34,9,19,24,1,3,1,1,1
4057,1,34,2,19,24,0,1,1,1,1
4058,1,34,12,19,24,1,3,8,1,1
4059,1,34,16,19,24,1,3,1,1,1
4060,1,34,24,19,24,1,3,8,1,1
4061,1,34,34,19,24,1,2,1,1,1
4062,1,34,27,19,24,1,2,8,1,1
4063,1,34,4,19,24,1,3,5,1,1
4064,1,34,13,19,24,1,1,1,1,1
4065,1,34,31,19,24,1,2,1,1,1
4066,1,34,10,19,24,0,1,8,1,1
4067,1,34,17,19,24,1,3,5,1,1
4068,1,34,22,19,24,1,3,1,1,1
4069,1,34,38,19,24,1,3,1,1,1
4070,1,34,18,19,24,0,2,1,1,1
4071,1,34,18,19,24,0,1,5,1,1
4072,1,34,18,19,24,1,3,7,1,1
4073,1,34,21,19,24,1,2,1,1,1
4074,1,34,34,19,24,0,2,4,1,1
4075,1,34,27,19,24,1,1,1,1,1
4076,1,34,27,19,24,1,3,1,1,1
4077,1,34,12,19,24,1,1,8,1,1
4078,1,34,40,19,24,1,2,1,1,1
4079,1,34,29,19,24,0,1,1,1,1
4080,1,34,26,19,24,1,1,6,1,1
4081,1,34,10,19,24,0,1,1,1,1
4082,1,34,42,19,24,1,3,1,1,1
4083,1,34,14,19,24,0,2,8,1,1
4084,1,34,17,19,24,0,3,1,1,1
4085,1,34,16,19,24,1,3,1,1,1
4086,1,34,19,19,24,0,3,1,1,1
4087,1,34,46,19,24,0,2,1,1,1
4088,1,34,12,19,24,0,2,1,1,1
4089,1,34,23,19,24,0,3,1,1,1
4090,1,34,35,19,24,0,2,1,1,1
4091,1,34,25,19,24,1,1,5,1,1
4092,1,34,30,19,24,0,1,8,1,1
4093,1,35,16,36,19,0,3,1,1,1
4094,1,35,11,36,19,0,1,1,1,1
4095,1,35,20,36,19,0,3,1,1,1
4096,1,35,27,36,19,0,2,1,1,1
4097,1,35,31,36,19,0,2,2,1,1
4098,1,35,14,36,19,1,3,1,1,1
4099,1,35,20,36,19,1,2,1,1,1
4100,1,35,3,36,19,0,1,10,1,1
4101,1,35,5,36,19,0,1,5,1,1
4102,1,35,8,36,19,0,1,5,1,1
4103,1,35,26,36,19,1,2,1,1,1
4104,1,35,32,36,19,1,3,7,1,1
4105,1,35,20,36,19,0,2,1,1,1
4106,1,35,10,36,19,1,1,5,1,1
4107,1,35,17,36,19,0,3,1,1,1
4108,1,35,3,36,19,0,1,1,1,1
4109,1,35,17,36,19,1,3,1,1,1
4110,1,35,5,36,19,0,3,1,1,1
4111,1,35,33,36,19,0,2,1,1,1
4112,1,35,10,36,19,1,3,1,1,1
4113,1,35,36,36,19,1,3,1,1,1
4114,1,35,6,36,19,0,3,5,1,1
4115,1,35,15,36,19,0,3,5,1,1
4116,1,35,37,36,19,1,2,1,1,1
4117,1,35,10,36,19,0,3,1,1,1
4118,1,35,20,36,19,1,2,5,1,1
4119,1,35,14,36,19,0,3,1,1,1
4120,1,35,13,36,19,1,1,2,1,1
4121,1,35,30,36,19,0,2,1,1,1
4122,1,35,2,36,19,0,3,1,1,1
4123,1,35,24,36,19,0,2,7,1,1
4124,1,35,18,36,19,0,1,5,1,1
4125,1,35,20,36,19,0,3,1,1,1
4126,1,35,11,36,19,0,3,1,1,1
4127,1,35,9,36,19,0,3,7,1,1
4128,1,35,21,36,19,1,3,5,1,1
4129,1,35,21,36,19,1,3,1,1,1
4130,1,35,6,36,19,0,1,1,1,1
4131,1,35,25,36,19,1,3,1,1,1
4132,1,35,15,36,19,0,3,9,1,1
4133,1,35,11,36,19,0,3,1,1,1
4134,1,35,4,36,19,0,1,1,1,1
4135,1,35,14,36,19,0,3,1,1,1
4136,1,35,8,36,19,0,3,5,1,1
4137,1,35,33,36,19,0,2,1,1,1
4138,1,35,15,36,19,0,2,11,1,1
4139,1,35,4,36,19,0,2,1,1,1
4140,1,35,47,36,19,0,3,11,1,1
4141,1,35,21,36,19,0,3,1,1,1
4142,1,35,47,36,19,1,2,1,1,1
4143,1,35,11,36,19,1,3,5,1,1
4144,1,35,22,36,19,0,3,1,1,1
4145,1,35,35,36,19,1,2,1,1,1
4146,1,35,12,36,19,0,3,1,1,1
4147,2,35,18,39,16,1,3,8,1,1
4148,2,35,31,39,16,1,3,1,1,1
4149,2,35,12,39,16,0,3,5,1,1
4150,2,35,15,39,16,1,3,1,1,1
4151,2,35,24,39,16,1,3,1,1,1
4152,2,35,15,39,16,1,3,1,1,1
4153,2,35,13,39,16,1,3,1,1,1
4154,2,35,9,39,16,0,1,1,1,1
4155,2,35,1,39,16,1,1,1,1,1
4156,2,35,12,39,16,0,2,7,1,1
4157,2,35,5,39,16,0,3,1,1,1
4158,2,35,3,39,16,1,3,1,1,1
4159,2,35,9,39,16,1,3,1,1,1
4160,2,35,32,39,16,1,3,1,1,1
4161,2,35,8,39,16,0,1,5,1,1
4162,2,35,1,39,16,0,1,11,1,1
4163,2,35,6,39,16,1,3,1,1,1
4164,2,35,8,39,16,0,1,10,1,1
4165,2,35,6,39,16,0,3,1,1,1
4166,2,35,3,39,16,1,1,1,1,1
4167,2,35,9,39,16,0,3,3,1,1
4168,2,35,15,39,16,0,3,1,1,1
4169,2,35,2,39,16,1,1,8,1,1
4170,2,35,40,39,16,1,2,10,1,1
4171,2,35,16,39,16,0,3,1,1,1
4172,2,35,11,39,16,1,3,1,1,1
4173,2,35,45,39,16,0,2,1,1,1
4174,2,35,3,39,16,0,2,1,1,1
4175,2,35,41,39,16,0,2,7,1,1
4176,2,35,12,39,16,0,3,5,1,1
4177,2,35,1,39,16,1,1,1,1,1
4178,2,35,21,39,16,1,3,1,1,1
4179,2,35,17,39,16,0,3,5,1,1
4180,2,35,1,39,16,0,1,5,1,1
4181,2,35,24,39,16,0,2,1,1,1
4182,2,35,16,39,16,1,3,1,1,1
4183,2,35,20,39,16,1,2,7,1,1
4184,2,35,1,39,16,0,1,1,1,1
4185,2,35,30,39,16,0,3,1,1,1
4186,2,35,6,39,16,1,1,5,1,1
4187,2,35,35,39,16,1,3,1,1,1
4188,2,35,13,39,16,0,3,1,1,1
4189,2,35,9,39,16,0,1,5,1,1
4190,2,35,14,39,16,0,3,8,1,1
4191,2,35,11,39,16,0,1,1,1,1
4192,2,35,17,39,16,0,3,1,1,1
4193,2,35,14,39,16,0,3,1,1,1
4194,2,35,13,39,16,1,3,1,1,1
4195,2,35,3,39,16,1,1,5,1,1
4196,2,35,7,39,16,1,1,1,1,1
4197,2,35,9,39,16,0,1,5,1,1
4198,2,35,20,39,16,1,2,1,1,1
4199,2,35,14,39,16,1,3,1,1,1
4200,2,35,48,39,16,0,2,1,1,1
4201,2,35,18,39,16,0,3,1,1,1
4202,3,35,22,39,21,0,1,6,1,1
4203,3,35,40,39,21,0,2,1,1,1
4204,3,35,17,39,21,0,3,8,1,1
4205,3,35,38,39,21,0,2,1,1,1
4206,3,35,53,39,21,1,3,5,1,1
4207,3,35,10,39,21,0,3,5,1,1
4208,3,35,7,39,21,0,1,1,1,1
4209,3,35,15,39,21,1,2,1,1,1
4210,3,35,27,39,21,0,3,5,1,1
4211,3,35,29,39,21,0,2,11,1,1
4212,3,35,26,39,21,1,3,1,1,1
4213,3,35,8,39,21,1,1,1,1,1
4214,3,35,34,39,21,0,1,10,1,1
4215,3,35,22,39,21,1,3,1,1,1
4216,3,35,33,39,21,0,2,1,1,1
4217,3,35,11,39,21,0,3,5,1,1
4218,3,35,10,39,21,1,3,1,1,1
4219,3,35,9,39,21,0,1,5,1,1
4220,3,35,30,39,21,0,3,1,1,1
4221,3,35,18,39,21,0,1,1,1,1
4222,3,35,9,39,21,0,3,1,1,1
4223,3,35,3,39,21,1,1,8,1,1
4224,3,35,2,39,21,0,1,5,1,1
4225,3,35,45,39,21,0,1,10,1,1
4226,3,35,40,39,21,1,3,1,1,1
4227,3,35,42,39,21,0,2,1,1,1
4228,3,35,8,39,21,0,3,1,1,1
4229,3,35,1,39,21,0,3,1,1,1
4230,3,35,19,39,21,1,3,10,1,1
4231,3,35,14,39,21,0,3,9,1,1
4232,3,35,16,39,21,1,3,1,1,1
4233,3,35,5,39,21,0,3,1,1,1
4234,3,35,19,39,21,0,3,1,1,1
4235,3,35,31,39,21,1,3,1,1,1
4236,3,35,23,39,21,0,2,1,1,1
4237,3,35,12,39,21,1,3,1,1,1
4238,3,35,18,39,21,1,3,1,1,1
4239,3,35,15,39,21,0,3,10,1,1
4240,3,35,25,39,21,1,3,5,1,1
4241,3,35,26,39,21,0,3,1,1,1
4242,3,35,31,39,21,1,3,1,1,1
4243,3,35,38,39,21,0,3,10,1,1
4244,3,35,11,39,21,1,3,1,1,1
4245,3,35,6,39,21,0,1,1,1,1
4246,3,35,15,39,21,1,1,5,1,1
4247,3,35,4,39,21,0,1,5,1,1
4248,3,35,4,39,21,0,2,2,1,1
4249,3,35,47,39,21,0,2,1,1,1
4250,3,35,54,39,21,0,2,1,1,1
4251,3,35,48,39,21,0,2,1,1,1
4252,3,35,14,39,21,0,3,1,1,1
4253,3,35,8,39,21,0,1,1,1,1
4254,3,35,47,39,21,1,2,1,1,1
4255,3,35,24,39,21,1,3,1,1,1
4256,3,35,28,39,21,1,2,1,1,1
4257,3,35,9,39,21,0,1,1,1,1
4258,3,36,11,29,25,0,3,1,1,1
4259,3,36,17,29,25,1,3,1,1,1
4260,3,36,10,29,25,0,3,1,1,1
4261,3,36,29,29,25,0,2,1,1,1
4262,3,36,7,29,25,1,3,1,1,1
4263,3,36,12,29,25,1,3,1,1,1
4264,3,36,21,29,25,0,2,1,1,1
4265,3,36,10,29,25,0,3,1,1,1
4266,3,36,21,29,25,0,2,1,1,1
4267,3,36,4,29,25,1,1,1,1,1
4268,3,36,24,29,25,0,2,1,1,1
4269,3,36,38,29,25,0,2,1,1,1
4270,3,36,32,29,25,0,3,1,1,1
4271,3,36,3,29,25,0,3,1,1,1
4272,3,36,2,29,25,0,1,1,1,1
4273,3,36,15,29,25,1,3,1,1,1
4274,3,36,9,29,25,0,3,1,1,1
4275,3,36,15,29,25,1,3,1,1,1
4276,3,36,31,29,25,0,3,1,1,1
4277,3,36,17,29,25,0,3,1,1,1
4278,3,36,26,29,25,1,2,1,1,1
4279,3,36,5,29,25,0,3,1,1,1
4280,3,36,24,29,25,0,3,5,1,1
4281,3,36,18,29,25,1,2,1,1,1
4282,3,36,10,29,25,0,3,1,1,1
4283,3,36,19,29,25,1,3,1,1,1
4284,3,36,3,29,25,0,1,1,1,1
4285,3,36,9,29,25,1,1,1,1,1
4286,3,36,31,29,25,0,2,1,1,1
4287,3,36,24,29,25,1,3,1,1,1
4288,3,36,4,29,25,1,2,1,1,1
4289,3,36,28,29,25,1,3,1,1,1
4290,3,36,12,29,25,1,3,1,1,1
4291,3,36,16,29,25,0,1,1,1,1
4292,3,36,31,29,25,1,2,1,1,1
4293,3,36,22,29,25,1,3,1,1,1
4294,3,36,16,29,25,0,2,1,1,1
4295,3,36,3,29,25,0,1,1,1,1
4296,3,36,32,29,25,0,3,1,1,1
4297,3,36,40,29,25,1,3,5,1,1
4298,3,36,38,29,25,0,2,5,1,1
4299,3,36,32,29,25,0,2,1,1,1
4300,3,36,11,29,25,1,3,1,1,1
4301,3,36,7,29,25,0,2,1,1,1
4302,3,36,29,29,25,0,2,1,1,1
4303,3,36,19,29,25,1,2,1,1,1
4304,3,36,1,29,25,0,3,1,1,1
4305,3,36,22,29,25,0,3,1,1,1
4306,3,36,23,29,25,0,3,1,1,1
4307,3,36,23,29,25,1,3,1,1,1
4308,3,36,25,29,25,1,2,1,1,1
4309,3,36,22,29,25,1,3,11,1,1
4310,3,36,13,29,25,0,3,1,1,1
4311,3,36,5,29,25,0,3,1,1,1
4312,3,36,23,29,25,1,2,1,1,1
4313,3,36,37,29,25,1,2,1,1,1
4314,3,36,13,29,25,1,3,1,1,1
4315,3,36,4,29,25,1,1,1,1,1
4316,3,36,8,29,25,0,3,1,1,1
4317,3,36,8,29,25,1,3,1,1,1
4318,3,36,20,29,25,0,3,1,1,1
4319,3,36,37,29,25,1,3,5,1,1
4320,3,36,17,29,25,1,3,1,1,1
4321,3,36,23,29,25,0,3,1,1,1
4322,3,36,16,29,25,0,2,1,1,1
4323,3,36,30,29,25,1,3,1,1,1
4324,3,36,6,29,25,0,1,5,1,1
4325,3,36,11,29,25,0,3,1,1,1
4326,3,36,11,29,25,0,3,1,1,1
4327,3,36,1,29,25,1,1,1,1,1
4328,3,36,4,29,25,0,1,1,1,1
4329,3,36,20,29,25,1,2,1,1,1
4330,3,36,20,29,25,0,3,1,1,1
4331,3,36,12,29,25,0,3,1,1,1
4332,3,36,35,29,25,1,2,1,1,1
4333,3,36,12,29,25,1,3,1,1,1
4334,3,36,14,29,25,1,3,5,1,1
4335,3,36,15,29,25,1,3,1,1,1
4336,3,36,14,29,25,0,1,1,1,1
4337,3,36,4,29,25,0,2,1,1,1
4338,3,36,33,29,25,1,3,1,1,1
4339,3,36,9,29,25,0,3,1,1,1
4340,3,36,29,29,25,1,3,1,1,1
4341,3,36,44,29,25,0,3,1,1,1
4342,3,36,2,29,25,0,3,1,1,1
4343,3,36,23,29,25,0,2,1,1,1
4344,3,36,31,29,25,1,3,1,1,1
4345,3,36,23,29,25,1,2,1,1,1
4346,3,36,19,29,25,0,3,10,1,1
4347,3,36,14,29,25,1,3,1,1,1
4348,3,36,34,29,25,1,2,1,1,1
4349,3,36,40,29,25,0,3,1,1,1
4350,3,36,6,29,25,0,3,1,1,1
4351,3,36,11,29,25,1,1,1,1,1
4352,3,36,15,29,25,1,3,1,1,1
4353,3,36,28,29,25,0,2,1,1,1
4354,3,36,3,29,25,0,1,1,1,1
4355,3,36,3,29,25,0,1,1,1,1
4356,3,36,30,29,25,0,2,1,1,1
4357,3,36,30,29,25,0,3,1,1,1
4358,3,36,17,29,25,1,1,1,1,1
4359,3,36,5,29,25,1,2,1,1,1
4360,3,36,33,29,25,1,2,1,1,1
4361,3,36,44,29,25,0,2,1,1,1
4362,3,36,1,29,25,0,3,1,1,1
4363,3,36,4,29,25,1,3,1,1,1
4364,3,36,12,29,25,0,3,1,1,1
4365,3,36,7,29,25,0,3,1,1,1
4366,3,36,4,29,25,0,1,1,1,1
4367,3,36,11,29,25,0,2,1,1,1
4368,3,36,3,29,25,0,3,1,1,1
4369,3,36,13,29,25,1,3,1,1,1
4370,3,36,30,29,25,1,3,1,1,1
4371,3,36,22,29,25,0,3,1,1,1
4372,3,36,7,29,25,0,3,1,1,1
4373,3,36,25,29,25,1,3,1,1,1
4374,3,36,1,29,25,1,1,1,1,1
4375,3,36,5,29,25,1,1,1,1,1
4376,3,36,9,29,25,0,3,1,1,1
4377,2,37,13,27,32,1,1,1,3,1
4378,2,37,9,27,32,1,1,1,3,1
4379,2,37,68,27,32,1,3,1,3,1
4380,2,37,17,27,32,1,3,1,3,1
4381,2,37,51,27,32,1,2,1,3,1
4382,2,37,10,27,32,1,2,1,3,1
4383,2,37,36,27,32,1,2,1,3,1
4384,2,37,18,27,32,1,3,1,3,1
4385,2,37,47,27,32,1,2,1,3,1
4386,2,37,58,27,32,1,3,1,3,1
4387,2,37,11,27,32,1,3,1,3,1
4388,2,37,31,27,32,1,3,1,3,1
4389,2,37,49,27,32,1,2,1,3,1
4390,2,37,18,27,32,1,2,1,3,1
4391,2,37,38,27,32,1,3,1,3,1
4392,2,37,37,27,32,1,2,1,3,1
4393,2,37,11,27,32,1,1,1,3,1
4394,2,37,19,27,32,1,3,1,3,1
4395,2,37,19,27,32,1,3,1,3,1
4396,2,37,18,27,32,1,3,1,3,1
4397,2,37,31,27,32,1,2,1,3,1
4398,2,37,17,27,32,1,2,1,3,1
4399,2,37,14,27,32,1,3,1,3,1
4400,2,37,21,27,32,1,3,1,3,1
4401,2,37,6,27,32,1,3,1,3,1
4402,2,37,26,27,32,1,3,1,3,1
4403,2,37,21,27,32,1,3,1,3,1
4404,2,37,23,27,32,1,3,1,3,1
4405,2,37,14,27,32,1,3,1,3,1
4406,2,37,26,27,32,1,3,1,3,1
4407,2,37,31,27,32,1,2,1,3,1
4408,2,37,13,27,32,1,3,1,3,1
4409,2,37,23,27,32,1,3,1,3,1
4410,2,37,18,27,32,1,3,1,3,1
4411,2,37,45,27,32,1,2,1,3,1
4412,2,37,28,27,32,1,3,7,3,1
4413,2,37,21,27,32,1,3,1,3,1
4414,2,37,24,27,32,1,3,1,3,1
4415,2,37,60,27,32,1,3,1,3,1
4416,2,37,23,27,32,1,3,1,3,1
4417,2,37,20,27,32,1,3,1,3,1
4418,2,37,22,27,32,1,3,1,3,1
4419,2,37,14,27,32,1,3,1,3,1
4420,2,37,24,27,32,1,3,1,3,1
4421,2,37,40,27,32,1,2,1,3,1
4422,2,37,19,27,32,1,3,11,3,1
4423,2,37,9,27,32,1,1,1,3,1
4424,2,37,31,27,32,1,3,1,3,1
4425,2,37,5,27,32,1,1,1,3,1
4426,2,37,15,27,32,1,3,1,3,1
4427,2,37,39,27,32,1,3,1,3,1
4428,2,37,15,27,32,1,3,1,3,1
4429,2,37,30,27,32,1,3,1,3,1
4430,2,37,17,27,32,1,1,5,3,1
4431,2,37,19,27,32,1,2,1,3,1
4432,2,37,39,27,32,1,3,1,3,1
4433,2,37,7,27,32,1,3,1,3,1
4434,2,37,24,27,32,1,1,1,3,1
4435,2,37,13,27,32,1,1,1,3,1
4436,2,37,11,27,32,1,3,1,3,1
4437,2,37,26,27,32,1,3,1,3,1
4438,2,37,26,27,32,1,3,1,3,1
4439,2,37,27,27,32,1,3,1,3,1
